t,lb,ts,s,userId,rc,shop,search__phrase,productId,hrts,tsn
522,SU31-AddToCart-Page,1330420331552,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:11.552Z,1330420331552
1703,SU43-Paiment-Page,1330420330791,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:12:10.791Z,1330420330791
130,SU11-SearchPhrase-Page,1330420332523,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:12.523Z,1330420332523
874,SU11-SearchPhrase-Page,1330420331950,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:11.950Z,1330420331950
1032,SU61-BrowseCat2-Page,1330420331866,true,PT10022810105,200,MAF,clavier,8519304225180835286,2012-02-28T09:12:11.866Z,1330420331866
270,SU11-SearchPhrase-Page,1330420332661,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:12.661Z,1330420332661
2182,SU43-Paiment-Page,1330420331204,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:12:11.204Z,1330420331204
573,SU41-CustomerDetails-Page,1330420333670,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:13.670Z,1330420333670
1514,SU43-Paiment-Page,1330420333449,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:12:13.449Z,1330420333449
1256,SU61-BrowseCat2-Page,1330420334175,true,PT9022810101,200,KEY,safe,8660117787514669873,2012-02-28T09:12:14.175Z,1330420334175
368,SU11-SearchPhrase-Page,1330420335396,true,PT15022810121,200,KIE,Salt Winter,8660117787514689059,2012-02-28T09:12:15.396Z,1330420335396
2206,SU31-AddToCart-Page,1330420333585,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:13.585Z,1330420333585
616,SU31-AddToCart-Page,1330420341089,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:21.089Z,1330420341089
968,SU32-GoToCart-Page,1330420341632,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:21.632Z,1330420341632
418,SU01-HomePage-Page,1330420342194,true,PT10022810126,200,MAF,rayonnage,8519304225180835286,2012-02-28T09:12:22.194Z,1330420342194
388,SU12b-PickProduct-Page,1330420343676,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:23.676Z,1330420343676
1713,SU12b-PickProduct-Page,1330420342353,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:22.353Z,1330420342353
598,SU42-DeliveryAndBilling-Page,1330420344042,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:24.042Z,1330420344042
446,SU01-HomePage-Page,1330420344624,true,PT9022810121,200,OIN,cresta,8660117787514669873,2012-02-28T09:12:24.624Z,1330420344624
2169,SU12b-PickProduct-Page,1330420344315,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:24.315Z,1330420344315
1099,SU32-GoToCart-Page,1330420346714,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:26.714Z,1330420346714
1488,SU12b-PickProduct-Page,1330420346951,true,PT15022810121,200,KIE,Salt Winter,8660117787514689059,2012-02-28T09:12:26.951Z,1330420346951
1340,SU61-BrowseCat2-Page,1330420347304,true,PT16022810101,200,OIN,agenda,8563771665917909261,2012-02-28T09:12:27.304Z,1330420347304
523,SU61-BrowseCat2-Page,1330420352213,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:12:32.213Z,1330420352213
706,SU61-BrowseCat2-Page,1330420352233,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:12:32.233Z,1330420352233
760,SU11-SearchPhrase-Page,1330420352676,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:12:32.676Z,1330420352676
742,SU41-CustomerDetails-Page,1330420353213,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:33.213Z,1330420353213
1016,SU32-GoToCart-Page,1330420353118,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:33.118Z,1330420353118
972,SU61-BrowseCat2-Page,1330420353295,true,PT2022810106,200,MAF,peinture,8519304225180853249,2012-02-28T09:12:33.295Z,1330420353295
956,SU31-AddToCart-Page,1330420353838,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:33.838Z,1330420353838
731,SU11-SearchPhrase-Page,1330420355670,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:12:35.670Z,1330420355670
853,SU31-AddToCart-Page,1330420355676,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:35.676Z,1330420355676
2135,SU31-AddToCart-Page,1330420354514,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:34.514Z,1330420354514
2365,SU43-Paiment-Page,1330420354484,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:34.484Z,1330420354484
667,SU41-CustomerDetails-Page,1330420356342,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:36.342Z,1330420356342
934,SU61-BrowseCat2-Page,1330420356586,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:12:36.586Z,1330420356586
582,SU61-BrowseCat2-Page,1330420357614,true,PT15022810121,200,KIE,Salt Winter,8660117787514689059,2012-02-28T09:12:37.614Z,1330420357614
994,SU61-BrowseCat2-Page,1330420357928,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:12:37.928Z,1330420357928
449,SU01-HomePage-Page,1330420359525,true,PT16022810122,200,OIN,foam,8563771665917909261,2012-02-28T09:12:39.525Z,1330420359525
274,SU01-HomePage-Page,1330420362462,true,PT13022810121,200,OIB,ralentisseur,8519304225180847600,2012-02-28T09:12:42.462Z,1330420362462
257,SU01-HomePage-Page,1330420362835,true,PT8022810125,200,MAF,potence,8519304225180960809,2012-02-28T09:12:42.835Z,1330420362835
643,SU41-CustomerDetails-Page,1330420363229,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:43.229Z,1330420363229
450,SU01-HomePage-Page,1330420364371,true,PT2022810122,200,MSK,obuv,8519304225180853249,2012-02-28T09:12:44.371Z,1330420364371
2727,SU12b-PickProduct-Page,1330420362634,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:12:42.634Z,1330420362634
573,SU32-GoToCart-Page,1330420365044,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:45.044Z,1330420365044
403,SU32-GoToCart-Page,1330420365406,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:45.406Z,1330420365406
605,SU42-DeliveryAndBilling-Page,1330420365326,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:45.326Z,1330420365326
1272,SU12b-PickProduct-Page,1330420365941,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:12:45.941Z,1330420365941
1123,SU32-GoToCart-Page,1330420366900,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:46.900Z,1330420366900
1085,SU42-DeliveryAndBilling-Page,1330420366989,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:46.989Z,1330420366989
245,SU01-HomePage-Page,1330420368129,true,PT11022810127,200,MAF,sac poubelle,8519304225180872988,2012-02-28T09:12:48.129Z,1330420368129
290,SU01-HomePage-Page,1330420369198,true,PT3022810127,200,MAF,cerclage,8519304225180852104,2012-02-28T09:12:49.198Z,1330420369198
274,SU01-HomePage-Page,1330420369234,true,PT15022810124,200,MAF,poubelle,8660117787514689059,2012-02-28T09:12:49.234Z,1330420369234
906,SU11-SearchPhrase-Page,1330420370091,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:12:50.091Z,1330420370091
298,SU41-CustomerDetails-Page,1330420371570,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:51.570Z,1330420371570
509,SU11-SearchPhrase-Page,1330420373651,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:12:53.651Z,1330420373651
673,SU42-DeliveryAndBilling-Page,1330420373636,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:53.636Z,1330420373636
461,SU11-SearchPhrase-Page,1330420374433,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:12:54.433Z,1330420374433
597,SU11-SearchPhrase-Page,1330420374304,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:12:54.304Z,1330420374304
180,SU41-CustomerDetails-Page,1330420374846,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:54.846Z,1330420374846
758,SU31-AddToCart-Page,1330420374814,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:12:54.814Z,1330420374814
1738,SU43-Paiment-Page,1330420376138,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:56.138Z,1330420376138
915,SU61-BrowseCat2-Page,1330420377188,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:57.188Z,1330420377188
704,SU41-CustomerDetails-Page,1330420377648,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:57.648Z,1330420377648
177,SU31-AddToCart-Page,1330420378193,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:12:58.193Z,1330420378193
809,SU11-SearchPhrase-Page,1330420378037,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:12:58.037Z,1330420378037
699,SU11-SearchPhrase-Page,1330420378711,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:12:58.711Z,1330420378711
713,SU11-SearchPhrase-Page,1330420378720,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:12:58.720Z,1330420378720
2173,SU43-Paiment-Page,1330420377811,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:57.811Z,1330420377811
2844,SU12b-PickProduct-Page,1330420377975,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:12:57.975Z,1330420377975
678,SU42-DeliveryAndBilling-Page,1330420382398,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:13:02.398Z,1330420382398
849,SU12b-PickProduct-Page,1330420384046,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:04.046Z,1330420384046
359,SU42-DeliveryAndBilling-Page,1330420384678,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:13:04.678Z,1330420384678
825,SU43-Paiment-Page,1330420384350,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:13:04.350Z,1330420384350
2057,SU12b-PickProduct-Page,1330420383811,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:03.811Z,1330420383811
836,SU32-GoToCart-Page,1330420386599,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:06.599Z,1330420386599
1461,SU12b-PickProduct-Page,1330420386226,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:06.226Z,1330420386226
432,SU01-HomePage-Page,1330420387638,true,PT7022810131,200,KEY,Grit Bins,8519304225180871717,2012-02-28T09:13:07.638Z,1330420387638
1320,SU42-DeliveryAndBilling-Page,1330420387370,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:13:07.370Z,1330420387370
950,SU32-GoToCart-Page,1330420388169,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:13:08.169Z,1330420388169
784,SU12b-PickProduct-Page,1330420388967,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:08.967Z,1330420388967
1749,SU12b-PickProduct-Page,1330420388493,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:13:08.493Z,1330420388493
1311,SU31-AddToCart-Page,1330420389503,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:13:09.503Z,1330420389503
1272,SU12b-PickProduct-Page,1330420389658,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:13:09.658Z,1330420389658
1449,SU43-Paiment-Page,1330420391950,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:13:11.950Z,1330420391950
611,SU31-AddToCart-Page,1330420394108,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:14.108Z,1330420394108
568,SU31-AddToCart-Page,1330420395007,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:15.007Z,1330420395007
1138,SU43-Paiment-Page,1330420394750,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:13:14.750Z,1330420394750
569,SU41-CustomerDetails-Page,1330420395968,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:15.968Z,1330420395968
508,SU31-AddToCart-Page,1330420397696,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:17.696Z,1330420397696
723,SU31-AddToCart-Page,1330420398342,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:18.342Z,1330420398342
37,SU41-CustomerDetails-Page,1330420399095,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:13:19.095Z,1330420399095
843,SU61-BrowseCat2-Page,1330420399533,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:13:19.533Z,1330420399533
2238,SU11-SearchPhrase-Page,1330420399037,true,PT7022810131,200,KEY,Grit Bins,8660117787514682443,2012-02-28T09:13:19.037Z,1330420399037
621,SU31-AddToCart-Page,1330420401506,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:13:21.506Z,1330420401506
2121,SU43-Paiment-Page,1330420400226,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:13:20.226Z,1330420400226
895,SU31-AddToCart-Page,1330420401688,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:13:21.688Z,1330420401688
1381,SU32-GoToCart-Page,1330420402083,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:13:22.083Z,1330420402083
665,SU61-BrowseCat2-Page,1330420403183,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:13:23.183Z,1330420403183
534,SU32-GoToCart-Page,1330420404130,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:24.130Z,1330420404130
428,SU61-BrowseCat2-Page,1330420404248,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:13:24.248Z,1330420404248
500,SU32-GoToCart-Page,1330420404465,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:24.465Z,1330420404465
634,SU42-DeliveryAndBilling-Page,1330420406778,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:26.778Z,1330420406778
926,SU32-GoToCart-Page,1330420408307,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:28.307Z,1330420408307
754,SU32-GoToCart-Page,1330420408577,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:28.577Z,1330420408577
60,SU42-DeliveryAndBilling-Page,1330420410414,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:13:30.414Z,1330420410414
471,SU01-HomePage-Page,1330420411324,true,PT5022810132,200,OIN,prullenbak,8519304225180861518,2012-02-28T09:13:31.324Z,1330420411324
800,SU32-GoToCart-Page,1330420411394,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:13:31.394Z,1330420411394
901,SU32-GoToCart-Page,1330420413025,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:13:33.025Z,1330420413025
300,SU41-CustomerDetails-Page,1330420414062,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:34.062Z,1330420414062
1183,SU41-CustomerDetails-Page,1330420413824,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:13:33.824Z,1330420413824
316,SU01-HomePage-Page,1330420414793,true,PT14022810133,200,MAF,rayonnage,8482248024566678529,2012-02-28T09:13:34.793Z,1330420414793
295,SU01-HomePage-Page,1330420415053,true,PT1022810135,200,MAF,ASPIRATEUR,8660117787514688717,2012-02-28T09:13:35.053Z,1330420415053
204,SU41-CustomerDetails-Page,1330420415414,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:35.414Z,1330420415414
964,SU61-BrowseCat2-Page,1330420415973,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:13:35.973Z,1330420415973
169,SU61-BrowseCat2-Page,1330420417638,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:13:37.638Z,1330420417638
470,SU41-CustomerDetails-Page,1330420418730,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:38.730Z,1330420418730
1563,SU41-CustomerDetails-Page,1330420418816,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:38.816Z,1330420418816
10193,SU12b-PickProduct-Page,1330420411097,true,PT7022810131,200,KEY,Grit Bins,8660117787514682443,2012-02-28T09:13:31.097Z,1330420411097
3993,SU43-Paiment-Page,1330420417330,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:37.330Z,1330420417330
934,SU11-SearchPhrase-Page,1330420421044,true,PT5022810132,200,OIN,prullenbak,8563771665917861440,2012-02-28T09:13:41.044Z,1330420421044
1044,SU43-Paiment-Page,1330420421078,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:13:41.078Z,1330420421078
1115,SU61-BrowseCat2-Page,1330420421457,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:13:41.457Z,1330420421457
520,SU41-CustomerDetails-Page,1330420423808,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:13:43.808Z,1330420423808
519,SU41-CustomerDetails-Page,1330420423821,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:13:43.821Z,1330420423821
469,SU11-SearchPhrase-Page,1330420424523,true,PT14022810133,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:44.523Z,1330420424523
346,SU42-DeliveryAndBilling-Page,1330420424817,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:44.817Z,1330420424817
598,SU11-SearchPhrase-Page,1330420425182,true,PT1022810135,200,MAF,ASPIRATEUR,8519304225180862779,2012-02-28T09:13:45.182Z,1330420425182
406,SU42-DeliveryAndBilling-Page,1330420425418,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:45.418Z,1330420425418
1028,SU42-DeliveryAndBilling-Page,1330420425855,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:13:45.855Z,1330420425855
398,SU01-HomePage-Page,1330420427386,true,PT12022810134,200,MAF,scotch,8563771665917886241,2012-02-28T09:13:47.386Z,1330420427386
272,SU01-HomePage-Page,1330420427737,true,PT4022810136,200,MAF,sel,PRODUCT_ID_NOT_FOUND,2012-02-28T09:13:47.737Z,1330420427737
584,SU42-DeliveryAndBilling-Page,1330420430767,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:50.767Z,1330420430767
630,SU42-DeliveryAndBilling-Page,1330420431514,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:51.514Z,1330420431514
260,SU01-HomePage-Page,1330420433638,true,PT6022810134,200,MAF,bidon,8519304225180881819,2012-02-28T09:13:53.638Z,1330420433638
780,SU42-DeliveryAndBilling-Page,1330420433715,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:13:53.715Z,1330420433715
792,SU12b-PickProduct-Page,1330420434075,true,PT14022810133,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:54.075Z,1330420434075
818,SU42-DeliveryAndBilling-Page,1330420434796,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:13:54.796Z,1330420434796
875,SU12b-PickProduct-Page,1330420434816,true,PT1022810135,200,MAF,ASPIRATEUR,8519304225180862779,2012-02-28T09:13:54.816Z,1330420434816
2989,SU12b-PickProduct-Page,1330420432800,true,PT5022810132,200,OIN,prullenbak,8563771665917861440,2012-02-28T09:13:52.800Z,1330420432800
1100,SU43-Paiment-Page,1330420434834,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:54.834Z,1330420434834
4727,SU31-AddToCart-Page,1330420431312,true,PT7022810131,200,KEY,Grit Bins,8660117787514682443,2012-02-28T09:13:51.312Z,1330420431312
361,SU11-SearchPhrase-Page,1330420436356,true,PT4022810136,200,MAF,sel,8519304225180889914,2012-02-28T09:13:56.356Z,1330420436356
1618,SU43-Paiment-Page,1330420436304,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:56.304Z,1330420436304
872,SU11-SearchPhrase-Page,1330420437625,true,PT12022810134,200,MAF,scotch,8519304225180888152,2012-02-28T09:13:57.625Z,1330420437625
2550,SU43-Paiment-Page,1330420436481,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:13:56.481Z,1330420436481
1446,SU43-Paiment-Page,1330420440823,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:14:00.823Z,1330420440823
1256,SU61-BrowseCat2-Page,1330420441116,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:14:01.116Z,1330420441116
1616,SU43-Paiment-Page,1330420441201,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:14:01.201Z,1330420441201
830,SU43-Paiment-Page,1330420443232,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:14:03.232Z,1330420443232
536,SU31-AddToCart-Page,1330420443986,true,PT1022810135,200,MAF,ASPIRATEUR,8519304225180862779,2012-02-28T09:14:03.986Z,1330420443986
772,SU61-BrowseCat2-Page,1330420443964,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:14:03.964Z,1330420443964
569,SU11-SearchPhrase-Page,1330420444194,true,PT6022810134,200,MAF,bidon,8519304225180842035,2012-02-28T09:14:04.194Z,1330420444194
1497,SU43-Paiment-Page,1330420444394,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:14:04.394Z,1330420444394
567,SU31-AddToCart-Page,1330420445626,true,PT14022810133,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:14:05.626Z,1330420445626
931,SU12b-PickProduct-Page,1330420445542,true,PT4022810136,200,MAF,sel,8519304225180889914,2012-02-28T09:14:05.542Z,1330420445542
786,SU32-GoToCart-Page,1330420447067,true,PT7022810131,200,KEY,Grit Bins,8660117787514682443,2012-02-28T09:14:07.067Z,1330420447067
1233,SU31-AddToCart-Page,1330420448163,true,PT5022810132,200,OIN,prullenbak,8563771665917861440,2012-02-28T09:14:08.163Z,1330420448163
872,SU12b-PickProduct-Page,1330420449799,true,PT12022810134,200,MAF,scotch,8519304225180888152,2012-02-28T09:14:09.799Z,1330420449799
342,SU01-HomePage-Page,1330420452304,true,PT9022810145,200,MAF,casque,8563771665917909762,2012-02-28T09:14:12.304Z,1330420452304
260,SU01-HomePage-Page,1330420454086,true,PT10022810141,200,WDK,47508,8519304225180868105,2012-02-28T09:14:14.086Z,1330420454086
740,SU31-AddToCart-Page,1330420454590,true,PT4022810136,200,MAF,sel,8519304225180889914,2012-02-28T09:14:14.590Z,1330420454590
677,SU12b-PickProduct-Page,1330420455415,true,PT6022810134,200,MAF,bidon,8519304225180842035,2012-02-28T09:14:15.415Z,1330420455415
887,SU32-GoToCart-Page,1330420456063,true,PT14022810133,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:14:16.063Z,1330420456063
895,SU32-GoToCart-Page,1330420456171,true,PT1022810135,200,MAF,ASPIRATEUR,8519304225180862779,2012-02-28T09:14:16.171Z,1330420456171
556,SU41-CustomerDetails-Page,1330420457028,true,PT7022810131,200,KEY,Grit Bins,8660117787514682443,2012-02-28T09:14:17.028Z,1330420457028
1081,SU61-BrowseCat2-Page,1330420457039,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:14:17.039Z,1330420457039
632,SU61-BrowseCat2-Page,1330420460092,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:14:20.092Z,1330420460092
904,SU31-AddToCart-Page,1330420460141,true,PT12022810134,200,MAF,scotch,8519304225180888152,2012-02-28T09:14:20.141Z,1330420460141
979,SU61-BrowseCat2-Page,1330420460126,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:14:20.126Z,1330420460126
1805,SU32-GoToCart-Page,1330420459329,true,PT5022810132,200,OIN,prullenbak,8563771665917861440,2012-02-28T09:14:19.329Z,1330420459329
578,SU61-BrowseCat2-Page,1330420463270,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:14:23.270Z,1330420463270
882,SU11-SearchPhrase-Page,1330420463111,true,PT9022810145,200,MAF,casque,8519304225180889557,2012-02-28T09:14:23.111Z,1330420463111
559,SU61-BrowseCat2-Page,1330420463790,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:14:23.790Z,1330420463790
737,SU61-BrowseCat2-Page,1330420463983,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:14:23.983Z,1330420463983
1744,SU11-SearchPhrase-Page,1330420463532,true,PT10022810141,200,WDK,47508,8519304225180868105,2012-02-28T09:14:23.532Z,1330420463532
517,SU31-AddToCart-Page,1330420465497,true,PT6022810134,200,MAF,bidon,8519304225180842035,2012-02-28T09:14:25.497Z,1330420465497
1019,SU32-GoToCart-Page,1330420465112,true,PT4022810136,200,MAF,sel,8519304225180889914,2012-02-28T09:14:25.112Z,1330420465112
505,SU41-CustomerDetails-Page,1330420466099,true,PT1022810135,200,MAF,ASPIRATEUR,8519304225180862779,2012-02-28T09:14:26.099Z,1330420466099
658,SU42-DeliveryAndBilling-Page,1330420466637,true,PT7022810131,200,KEY,Grit Bins,8660117787514682443,2012-02-28T09:14:26.637Z,1330420466637
521,SU41-CustomerDetails-Page,1330420467786,true,PT14022810133,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:14:27.786Z,1330420467786
759,SU61-BrowseCat2-Page,1330420468573,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:14:28.573Z,1330420468573
271,SU01-HomePage-Page,1330420469455,true,PT2022810147,200,MAF,sachet,8600827866532007358,2012-02-28T09:14:29.455Z,1330420469455
224,SU01-HomePage-Page,1330420470042,true,PT13022810142,200,KEY,ladder,8563771665917884129,2012-02-28T09:14:30.042Z,1330420470042
1278,SU32-GoToCart-Page,1330420471556,true,PT12022810134,200,MAF,scotch,8519304225180888152,2012-02-28T09:14:31.556Z,1330420471556
201,SU01-HomePage-Page,1330420472797,true,PT16022810141,200,FAB,porte badge,8563771665917912720,2012-02-28T09:14:32.797Z,1330420472797
287,SU01-HomePage-Page,1330420473008,true,PT8022810146,200,MAF,derouleur,8519304225180846470,2012-02-28T09:14:33.008Z,1330420473008
1077,SU41-CustomerDetails-Page,1330420472820,true,PT5022810132,200,OIN,prullenbak,8563771665917861440,2012-02-28T09:14:32.820Z,1330420472820
