t,lb,ts,s,userId,rc,shop,search__phrase,productId,hrts
595,SU11-SearchPhrase-Page,1330420264663,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:11:04.663Z
837,SU11-SearchPhrase-Page,1330420264751,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:11:04.751Z
962,SU11-SearchPhrase-Page,1330420265592,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:11:05.592Z
1670,SU43-Paiment-Page,1330420265493,true,PT5022810091,200,OIN,garderobe,8563771665917894984,2012-02-28T09:11:05.493Z
591,SU41-CustomerDetails-Page,1330420266983,true,PT4022810105,200,MAF,balance,8519304225180865643,2012-02-28T09:11:06.983Z
198,SU41-CustomerDetails-Page,1330420267431,true,PT6022810102,200,MSK,okuliare,8600827866532018279,2012-02-28T09:11:07.431Z
1353,SU12b-PickProduct-Page,1330420267580,true,PT9022810101,200,KEY,safe,8660117787514669873,2012-02-28T09:11:07.580Z
396,SU11-SearchPhrase-Page,1330420268824,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:11:08.824Z
835,SU61-BrowseCat2-Page,1330420268881,true,PT7022810094,200,MAF,thermometre,8519304225180856781,2012-02-28T09:11:08.881Z
457,SU41-CustomerDetails-Page,1330420270406,true,PT15022810103,200,MAF,agrafeuse,8519304225180876716,2012-02-28T09:11:10.406Z
3230,SU12b-PickProduct-Page,1330420267633,true,PT16022810101,200,OIN,agenda,8563771665917909261,2012-02-28T09:11:07.633Z
1107,SU32-GoToCart-Page,1330420270086,true,PT10022810105,200,MAF,clavier,8519304225180835286,2012-02-28T09:11:10.086Z
709,SU42-DeliveryAndBilling-Page,1330420273749,true,PT12022810103,200,MAF,sac poubelle,8519304225180860681,2012-02-28T09:11:13.749Z
1595,SU43-Paiment-Page,1330420274370,true,PT1022810091,200,OIB,lampe torche,8563771665917837803,2012-02-28T09:11:14.370Z
1230,SU12b-PickProduct-Page,1330420274985,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:11:14.985Z
1345,SU12b-PickProduct-Page,1330420275705,true,PT2022810106,200,MAF,peinture,8519304225180853249,2012-02-28T09:11:15.705Z
266,SU31-AddToCart-Page,1330420276906,true,PT9022810101,200,KEY,safe,8660117787514669873,2012-02-28T09:11:16.906Z
3228,SU12b-PickProduct-Page,1330420274520,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:11:14.520Z
1788,SU12b-PickProduct-Page,1330420276029,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:11:16.029Z
328,SU42-DeliveryAndBilling-Page,1330420277693,true,PT6022810102,200,MSK,okuliare,8600827866532018279,2012-02-28T09:11:17.693Z
835,SU42-DeliveryAndBilling-Page,1330420278055,true,PT4022810105,200,MAF,balance,8519304225180865643,2012-02-28T09:11:18.055Z
273,SU01-HomePage-Page,1330420280521,true,PT7022810115,200,MAF,cercleuse,8519304225180856781,2012-02-28T09:11:20.521Z
1388,SU31-AddToCart-Page,1330420279463,true,PT16022810101,200,OIN,agenda,8563771665917909261,2012-02-28T09:11:19.463Z
601,SU42-DeliveryAndBilling-Page,1330420280611,true,PT15022810103,200,MAF,agrafeuse,8519304225180876716,2012-02-28T09:11:20.611Z
1266,SU12b-PickProduct-Page,1330420280682,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:11:20.682Z
813,SU41-CustomerDetails-Page,1330420281531,true,PT10022810105,200,MAF,clavier,8519304225180835286,2012-02-28T09:11:21.531Z
2429,SU61-BrowseCat2-Page,1330420281178,true,PT14022810091,200,OIN,ordner,8563771665917838074,2012-02-28T09:11:21.178Z
741,SU32-GoToCart-Page,1330420285537,true,PT9022810101,200,KEY,safe,8660117787514669873,2012-02-28T09:11:25.537Z
709,SU31-AddToCart-Page,1330420285821,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:11:25.821Z
2002,SU43-Paiment-Page,1330420284561,true,PT12022810103,200,MAF,sac poubelle,8519304225180860681,2012-02-28T09:11:24.561Z
765,SU61-BrowseCat2-Page,1330420287344,true,PT5022810091,200,OIN,garderobe,8563771665917894984,2012-02-28T09:11:27.344Z
473,SU31-AddToCart-Page,1330420287700,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:11:27.700Z
482,SU31-AddToCart-Page,1330420288128,true,PT2022810106,200,MAF,peinture,8519304225180853249,2012-02-28T09:11:28.128Z
358,SU11-SearchPhrase-Page,1330420289131,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:11:29.131Z
555,SU31-AddToCart-Page,1330420289165,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:11:29.165Z
1162,SU43-Paiment-Page,1330420288959,true,PT6022810102,200,MSK,okuliare,8600827866532018279,2012-02-28T09:11:28.959Z
2153,SU43-Paiment-Page,1330420288778,true,PT4022810105,200,MAF,balance,8519304225180865643,2012-02-28T09:11:28.778Z
537,SU31-AddToCart-Page,1330420291558,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:11:31.558Z
1403,SU32-GoToCart-Page,1330420291137,true,PT16022810101,200,OIN,agenda,8563771665917909261,2012-02-28T09:11:31.137Z
806,SU42-DeliveryAndBilling-Page,1330420292296,true,PT10022810105,200,MAF,clavier,8519304225180835286,2012-02-28T09:11:32.296Z
1371,SU43-Paiment-Page,1330420291977,true,PT15022810103,200,MAF,agrafeuse,8519304225180876716,2012-02-28T09:11:31.977Z
414,SU01-HomePage-Page,1330420293668,true,PT14022810111,200,WDK,vaatekaappi,8563771665917838074,2012-02-28T09:11:33.668Z
21,SU41-CustomerDetails-Page,1330420294609,true,PT9022810101,200,KEY,safe,8660117787514669873,2012-02-28T09:11:34.609Z
651,SU61-BrowseCat2-Page,1330420296274,true,PT1022810091,200,OIB,lampe torche,8563771665917837803,2012-02-28T09:11:36.274Z
314,SU01-HomePage-Page,1330420296942,true,PT5022810114,200,MAF,caisse,8563771665917894984,2012-02-28T09:11:36.942Z
882,SU32-GoToCart-Page,1330420297713,true,PT2022810106,200,MAF,peinture,8519304225180853249,2012-02-28T09:11:37.713Z
708,SU32-GoToCart-Page,1330420298695,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:11:38.695Z
779,SU32-GoToCart-Page,1330420298926,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:11:38.926Z
963,SU32-GoToCart-Page,1330420298744,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:11:38.744Z
1262,SU12b-PickProduct-Page,1330420299552,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:11:39.552Z
754,SU32-GoToCart-Page,1330420301169,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:11:41.169Z
895,SU41-CustomerDetails-Page,1330420302689,true,PT16022810101,200,OIN,agenda,8563771665917909261,2012-02-28T09:11:42.689Z
35,SU42-DeliveryAndBilling-Page,1330420305584,true,PT9022810101,200,KEY,safe,8660117787514669873,2012-02-28T09:11:45.584Z
725,SU11-SearchPhrase-Page,1330420305289,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:11:45.289Z
249,SU01-HomePage-Page,1330420307380,true,PT1022810112,200,KEY,Winter Heaters Radiators,8563771665917837803,2012-02-28T09:11:47.380Z
625,SU11-SearchPhrase-Page,1330420307304,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:11:47.304Z
2472,SU43-Paiment-Page,1330420305851,true,PT10022810105,200,MAF,clavier,8519304225180835286,2012-02-28T09:11:45.851Z
503,SU41-CustomerDetails-Page,1330420308330,true,PT2022810106,200,MAF,peinture,8519304225180853249,2012-02-28T09:11:48.330Z
491,SU41-CustomerDetails-Page,1330420308678,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:11:48.678Z
554,SU41-CustomerDetails-Page,1330420309642,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:11:49.642Z
557,SU41-CustomerDetails-Page,1330420310755,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:11:50.755Z
489,SU41-CustomerDetails-Page,1330420311107,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:11:51.107Z
816,SU61-BrowseCat2-Page,1330420311485,true,PT4022810105,200,MAF,balance,8519304225180865643,2012-02-28T09:11:51.485Z
1200,SU61-BrowseCat2-Page,1330420311438,true,PT6022810102,200,MSK,okuliare,8600827866532018279,2012-02-28T09:11:51.438Z
794,SU61-BrowseCat2-Page,1330420311889,true,PT12022810103,200,MAF,sac poubelle,8519304225180860681,2012-02-28T09:11:51.889Z
576,SU31-AddToCart-Page,1330420312757,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:11:52.757Z
319,SU43-Paiment-Page,1330420314040,true,PT9022810101,200,KEY,safe,8660117787514669873,2012-02-28T09:11:54.040Z
945,SU42-DeliveryAndBilling-Page,1330420313704,true,PT16022810101,200,OIN,agenda,8563771665917909261,2012-02-28T09:11:53.704Z
692,SU61-BrowseCat2-Page,1330420315654,true,PT15022810103,200,MAF,agrafeuse,8519304225180876716,2012-02-28T09:11:55.654Z
893,SU11-SearchPhrase-Page,1330420316697,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:11:56.697Z
637,SU42-DeliveryAndBilling-Page,1330420318202,true,PT2022810106,200,MAF,peinture,8519304225180853249,2012-02-28T09:11:58.202Z
773,SU42-DeliveryAndBilling-Page,1330420319919,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:11:59.919Z
932,SU42-DeliveryAndBilling-Page,1330420320097,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:12:00.097Z
807,SU42-DeliveryAndBilling-Page,1330420320779,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:12:00.779Z
3054,SU12b-PickProduct-Page,1330420318540,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:11:58.540Z
762,SU42-DeliveryAndBilling-Page,1330420320951,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:12:00.951Z
585,SU01-HomePage-Page,1330420321790,true,PT4022810121,200,FAB,scotcheuse,8519304225180865643,2012-02-28T09:12:01.790Z
7637,SU12b-PickProduct-Page,1330420314864,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:11:54.864Z
263,SU01-HomePage-Page,1330420322565,true,PT6022810123,200,MAF,horloge,8600827866532018279,2012-02-28T09:12:02.565Z
227,SU01-HomePage-Page,1330420322645,true,PT12022810121,200,OIB,bache,8519304225180860681,2012-02-28T09:12:02.645Z
756,SU32-GoToCart-Page,1330420323047,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:03.047Z
191,SU01-HomePage-Page,1330420325248,true,PT15022810121,200,KIE,Salt Winter,8519304225180876716,2012-02-28T09:12:05.248Z
2093,SU43-Paiment-Page,1330420324247,true,PT16022810101,200,OIN,agenda,8563771665917909261,2012-02-28T09:12:04.247Z
2782,SU12b-PickProduct-Page,1330420326755,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:06.755Z
1375,SU43-Paiment-Page,1330420328644,true,PT2022810106,200,MAF,peinture,8519304225180853249,2012-02-28T09:12:08.644Z
1809,SU43-Paiment-Page,1330420329963,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:12:09.963Z
522,SU31-AddToCart-Page,1330420331552,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:11.552Z
1703,SU43-Paiment-Page,1330420330791,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:12:10.791Z
130,SU11-SearchPhrase-Page,1330420332523,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:12.523Z
874,SU11-SearchPhrase-Page,1330420331950,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:11.950Z
1032,SU61-BrowseCat2-Page,1330420331866,true,PT10022810105,200,MAF,clavier,8519304225180835286,2012-02-28T09:12:11.866Z
270,SU11-SearchPhrase-Page,1330420332661,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:12.661Z
2182,SU43-Paiment-Page,1330420331204,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:12:11.204Z
573,SU41-CustomerDetails-Page,1330420333670,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:13.670Z
1514,SU43-Paiment-Page,1330420333449,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:12:13.449Z
1256,SU61-BrowseCat2-Page,1330420334175,true,PT9022810101,200,KEY,safe,8660117787514669873,2012-02-28T09:12:14.175Z
368,SU11-SearchPhrase-Page,1330420335396,true,PT15022810121,200,KIE,Salt Winter,8660117787514689059,2012-02-28T09:12:15.396Z
2206,SU31-AddToCart-Page,1330420333585,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:13.585Z
616,SU31-AddToCart-Page,1330420341089,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:21.089Z
968,SU32-GoToCart-Page,1330420341632,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:21.632Z
418,SU01-HomePage-Page,1330420342194,true,PT10022810126,200,MAF,rayonnage,8519304225180835286,2012-02-28T09:12:22.194Z
388,SU12b-PickProduct-Page,1330420343676,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:23.676Z
1713,SU12b-PickProduct-Page,1330420342353,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:22.353Z
598,SU42-DeliveryAndBilling-Page,1330420344042,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:24.042Z
446,SU01-HomePage-Page,1330420344624,true,PT9022810121,200,OIN,cresta,8660117787514669873,2012-02-28T09:12:24.624Z
2169,SU12b-PickProduct-Page,1330420344315,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:24.315Z
1099,SU32-GoToCart-Page,1330420346714,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:26.714Z
1488,SU12b-PickProduct-Page,1330420346951,true,PT15022810121,200,KIE,Salt Winter,8660117787514689059,2012-02-28T09:12:26.951Z
1340,SU61-BrowseCat2-Page,1330420347304,true,PT16022810101,200,OIN,agenda,8563771665917909261,2012-02-28T09:12:27.304Z
523,SU61-BrowseCat2-Page,1330420352213,true,PT13022810102,200,MAF,timberland,8519304225180847600,2012-02-28T09:12:32.213Z
706,SU61-BrowseCat2-Page,1330420352233,true,PT8022810104,200,MAF,chevalet,8519304225180960809,2012-02-28T09:12:32.233Z
760,SU11-SearchPhrase-Page,1330420352676,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:12:32.676Z
742,SU41-CustomerDetails-Page,1330420353213,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:33.213Z
1016,SU32-GoToCart-Page,1330420353118,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:33.118Z
972,SU61-BrowseCat2-Page,1330420353295,true,PT2022810106,200,MAF,peinture,8519304225180853249,2012-02-28T09:12:33.295Z
956,SU31-AddToCart-Page,1330420353838,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:33.838Z
731,SU11-SearchPhrase-Page,1330420355670,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:12:35.670Z
853,SU31-AddToCart-Page,1330420355676,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:35.676Z
2135,SU31-AddToCart-Page,1330420354514,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:34.514Z
2365,SU43-Paiment-Page,1330420354484,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:34.484Z
667,SU41-CustomerDetails-Page,1330420356342,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:36.342Z
934,SU61-BrowseCat2-Page,1330420356586,true,PT11022810106,200,MAF,porte document,8519304225180872988,2012-02-28T09:12:36.586Z
582,SU61-BrowseCat2-Page,1330420357614,true,PT15022810121,200,KIE,Salt Winter,8660117787514689059,2012-02-28T09:12:37.614Z
994,SU61-BrowseCat2-Page,1330420357928,true,PT3022810106,200,MAF,table,8519304225180852104,2012-02-28T09:12:37.928Z
449,SU01-HomePage-Page,1330420359525,true,PT16022810122,200,OIN,foam,8563771665917909261,2012-02-28T09:12:39.525Z
274,SU01-HomePage-Page,1330420362462,true,PT13022810121,200,OIB,ralentisseur,8519304225180847600,2012-02-28T09:12:42.462Z
257,SU01-HomePage-Page,1330420362835,true,PT8022810125,200,MAF,potence,8519304225180960809,2012-02-28T09:12:42.835Z
643,SU41-CustomerDetails-Page,1330420363229,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:43.229Z
450,SU01-HomePage-Page,1330420364371,true,PT2022810122,200,MSK,obuv,8519304225180853249,2012-02-28T09:12:44.371Z
2727,SU12b-PickProduct-Page,1330420362634,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:12:42.634Z
573,SU32-GoToCart-Page,1330420365044,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:45.044Z
403,SU32-GoToCart-Page,1330420365406,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:45.406Z
605,SU42-DeliveryAndBilling-Page,1330420365326,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:45.326Z
1272,SU12b-PickProduct-Page,1330420365941,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:12:45.941Z
1123,SU32-GoToCart-Page,1330420366900,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:46.900Z
1085,SU42-DeliveryAndBilling-Page,1330420366989,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:46.989Z
245,SU01-HomePage-Page,1330420368129,true,PT11022810127,200,MAF,sac poubelle,8519304225180872988,2012-02-28T09:12:48.129Z
290,SU01-HomePage-Page,1330420369198,true,PT3022810127,200,MAF,cerclage,8519304225180852104,2012-02-28T09:12:49.198Z
274,SU01-HomePage-Page,1330420369234,true,PT15022810124,200,MAF,poubelle,8660117787514689059,2012-02-28T09:12:49.234Z
906,SU11-SearchPhrase-Page,1330420370091,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:12:50.091Z
298,SU41-CustomerDetails-Page,1330420371570,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:12:51.570Z
509,SU11-SearchPhrase-Page,1330420373651,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:12:53.651Z
673,SU42-DeliveryAndBilling-Page,1330420373636,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:12:53.636Z
461,SU11-SearchPhrase-Page,1330420374433,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:12:54.433Z
597,SU11-SearchPhrase-Page,1330420374304,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:12:54.304Z
180,SU41-CustomerDetails-Page,1330420374846,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:12:54.846Z
758,SU31-AddToCart-Page,1330420374814,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:12:54.814Z
1738,SU43-Paiment-Page,1330420376138,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:12:56.138Z
915,SU61-BrowseCat2-Page,1330420377188,true,PT7022810115,200,MAF,cercleuse,8519304225180871717,2012-02-28T09:12:57.188Z
704,SU41-CustomerDetails-Page,1330420377648,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:12:57.648Z
177,SU31-AddToCart-Page,1330420378193,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:12:58.193Z
809,SU11-SearchPhrase-Page,1330420378037,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:12:58.037Z
699,SU11-SearchPhrase-Page,1330420378711,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:12:58.711Z
713,SU11-SearchPhrase-Page,1330420378720,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:12:58.720Z
2173,SU43-Paiment-Page,1330420377811,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:12:57.811Z
2844,SU12b-PickProduct-Page,1330420377975,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:12:57.975Z
678,SU42-DeliveryAndBilling-Page,1330420382398,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:13:02.398Z
849,SU12b-PickProduct-Page,1330420384046,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:04.046Z
359,SU42-DeliveryAndBilling-Page,1330420384678,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:13:04.678Z
825,SU43-Paiment-Page,1330420384350,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:13:04.350Z
2057,SU12b-PickProduct-Page,1330420383811,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:03.811Z
836,SU32-GoToCart-Page,1330420386599,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:06.599Z
1461,SU12b-PickProduct-Page,1330420386226,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:06.226Z
432,SU01-HomePage-Page,1330420387638,true,PT7022810131,200,KEY,Grit Bins,8519304225180871717,2012-02-28T09:13:07.638Z
1320,SU42-DeliveryAndBilling-Page,1330420387370,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:13:07.370Z
950,SU32-GoToCart-Page,1330420388169,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:13:08.169Z
784,SU12b-PickProduct-Page,1330420388967,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:08.967Z
1749,SU12b-PickProduct-Page,1330420388493,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:13:08.493Z
1311,SU31-AddToCart-Page,1330420389503,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:13:09.503Z
1272,SU12b-PickProduct-Page,1330420389658,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:13:09.658Z
1449,SU43-Paiment-Page,1330420391950,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:13:11.950Z
611,SU31-AddToCart-Page,1330420394108,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:14.108Z
568,SU31-AddToCart-Page,1330420395007,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:15.007Z
1138,SU43-Paiment-Page,1330420394750,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:13:14.750Z
569,SU41-CustomerDetails-Page,1330420395968,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:15.968Z
508,SU31-AddToCart-Page,1330420397696,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:17.696Z
723,SU31-AddToCart-Page,1330420398342,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:18.342Z
37,SU41-CustomerDetails-Page,1330420399095,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:13:19.095Z
843,SU61-BrowseCat2-Page,1330420399533,true,PT5022810114,200,MAF,caisse,8519304225180861518,2012-02-28T09:13:19.533Z
2238,SU11-SearchPhrase-Page,1330420399037,true,PT7022810131,200,KEY,Grit Bins,8660117787514682443,2012-02-28T09:13:19.037Z
621,SU31-AddToCart-Page,1330420401506,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:13:21.506Z
2121,SU43-Paiment-Page,1330420400226,true,PT6022810123,200,MAF,horloge,8519304225180881819,2012-02-28T09:13:20.226Z
895,SU31-AddToCart-Page,1330420401688,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:13:21.688Z
1381,SU32-GoToCart-Page,1330420402083,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:13:22.083Z
665,SU61-BrowseCat2-Page,1330420403183,true,PT14022810111,200,WDK,vaatekaappi,8482248024566678529,2012-02-28T09:13:23.183Z
534,SU32-GoToCart-Page,1330420404130,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:24.130Z
428,SU61-BrowseCat2-Page,1330420404248,true,PT1022810112,200,KEY,Winter Heaters Radiators,8660117787514688717,2012-02-28T09:13:24.248Z
500,SU32-GoToCart-Page,1330420404465,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:24.465Z
634,SU42-DeliveryAndBilling-Page,1330420406778,true,PT10022810126,200,MAF,rayonnage,8519304225180868105,2012-02-28T09:13:26.778Z
926,SU32-GoToCart-Page,1330420408307,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:28.307Z
754,SU32-GoToCart-Page,1330420408577,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:28.577Z
60,SU42-DeliveryAndBilling-Page,1330420410414,true,PT9022810121,200,OIN,cresta,8563771665917909762,2012-02-28T09:13:30.414Z
471,SU01-HomePage-Page,1330420411324,true,PT5022810132,200,OIN,prullenbak,8519304225180861518,2012-02-28T09:13:31.324Z
800,SU32-GoToCart-Page,1330420411394,true,PT15022810124,200,MAF,poubelle,8519304225180870174,2012-02-28T09:13:31.394Z
901,SU32-GoToCart-Page,1330420413025,true,PT3022810127,200,MAF,cerclage,8519304225180893617,2012-02-28T09:13:33.025Z
300,SU41-CustomerDetails-Page,1330420414062,true,PT2022810122,200,MSK,obuv,8600827866532007358,2012-02-28T09:13:34.062Z
1183,SU41-CustomerDetails-Page,1330420413824,true,PT16022810122,200,OIN,foam,8563771665917912720,2012-02-28T09:13:33.824Z
316,SU01-HomePage-Page,1330420414793,true,PT14022810133,200,MAF,rayonnage,8482248024566678529,2012-02-28T09:13:34.793Z
295,SU01-HomePage-Page,1330420415053,true,PT1022810135,200,MAF,ASPIRATEUR,8660117787514688717,2012-02-28T09:13:35.053Z
204,SU41-CustomerDetails-Page,1330420415414,true,PT13022810121,200,OIB,ralentisseur,8563771665917884129,2012-02-28T09:13:35.414Z
964,SU61-BrowseCat2-Page,1330420415973,true,PT4022810121,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND,2012-02-28T09:13:35.973Z
169,SU61-BrowseCat2-Page,1330420417638,true,PT12022810121,200,OIB,bache,8563771665917886241,2012-02-28T09:13:37.638Z
470,SU41-CustomerDetails-Page,1330420418730,true,PT8022810125,200,MAF,potence,8519304225180846470,2012-02-28T09:13:38.730Z
1563,SU41-CustomerDetails-Page,1330420418816,true,PT11022810127,200,MAF,sac poubelle,8519304225180867536,2012-02-28T09:13:38.816Z
10193,SU12b-PickProduct-Page,1330420411097,true,PT7022810131,200,KEY,Grit Bins,8660117787514682443,2012-02-28T09:13:31.097Z
