t,lb,ts,s,userId,rc,shop,search__phrase,productId
399,SU32-GoToCart-Page,1330418170339,true,PT3022809361,200,FAB,chariot,8563771665917904616
2985,SU31-AddToCart-Page,1330418168359,true,PT4022809351,200,WSW,85919,8563771665917838074
249,SU41-CustomerDetails-Page,1330418172435,true,PT3022809361,200,FAB,chariot,8563771665917904616
220,SU42-DeliveryAndBilling-Page,1330418172684,true,PT3022809361,200,FAB,chariot,8563771665917904616
282,SU01-HomePage-Page,1330418172718,true,PT1022809362,200,KIE,Winter Heaters Radiators,8645295307269001927
1277,SU32-GoToCart-Page,1330418172359,true,PT4022809351,200,WSW,85919,8563771665917838074
501,SU11-SearchPhrase-Page,1330418173769,true,PT1022809362,200,KIE,Winter Heaters Radiators,8660117787514688450
2025,SU12b-PickProduct-Page,1330418172466,true,PT2022809362,200,KEY,392D020,8600827866532007276
1381,SU43-Paiment-Page,1330418173519,true,PT3022809361,200,FAB,chariot,8563771665917904616
1521,SU12b-PickProduct-Page,1330418174380,true,PT1022809362,200,KIE,Winter Heaters Radiators,8660117787514688450
618,SU41-CustomerDetails-Page,1330418175360,true,PT4022809351,200,WSW,85919,8563771665917838074
477,SU31-AddToCart-Page,1330418176182,true,PT2022809362,200,KEY,392D020,8600827866532007276
584,SU61-BrowseCat2-Page,1330418176785,true,PT1022809362,200,KIE,Winter Heaters Radiators,8660117787514688450
666,SU42-DeliveryAndBilling-Page,1330418177400,true,PT4022809351,200,WSW,85919,8563771665917838074
856,SU32-GoToCart-Page,1330418177344,true,PT2022809362,200,KEY,392D020,8600827866532007276
287,SU01-HomePage-Page,1330418178266,true,PT1022809361,200,MAF,signalisation,8660117787514688450
1062,SU11-SearchPhrase-Page,1330418178716,true,PT1022809361,200,MAF,signalisation,8519304225180854954
509,SU61-BrowseCat2-Page,1330418179864,true,PT3022809361,200,FAB,chariot,8563771665917904616
1215,SU43-Paiment-Page,1330418179342,true,PT4022809351,200,WSW,85919,8563771665917838074
273,SU01-HomePage-Page,1330418180579,true,PT3022809362,200,MCZ,310239,8563771665917904616
494,SU41-CustomerDetails-Page,1330418181195,true,PT2022809362,200,KEY,392D020,8600827866532007276
534,SU42-DeliveryAndBilling-Page,1330418181981,true,PT2022809362,200,KEY,392D020,8600827866532007276
1860,SU12b-PickProduct-Page,1330418181307,true,PT1022809361,200,MAF,signalisation,8519304225180854954
1340,SU61-BrowseCat2-Page,1330418183446,true,PT4022809351,200,WSW,85919,8563771665917838074
758,SU31-AddToCart-Page,1330418184270,true,PT1022809361,200,MAF,signalisation,8519304225180854954
5155,SU11-SearchPhrase-Page,1330418180955,true,PT3022809362,200,MCZ,310239,8563771665917904616
1544,SU43-Paiment-Page,1330418184797,true,PT2022809362,200,KEY,392D020,8600827866532007276
828,SU32-GoToCart-Page,1330418185612,true,PT1022809361,200,MAF,signalisation,8519304225180854954
290,SU01-HomePage-Page,1330418187189,true,PT4022809361,200,MHU,colorado,8563771665917838074
503,SU41-CustomerDetails-Page,1330418187285,true,PT1022809361,200,MAF,signalisation,8519304225180854954
318,SU11-SearchPhrase-Page,1330418187518,true,PT4022809361,200,MHU,colorado,8600827866532021960
329,SU12b-PickProduct-Page,1330418188493,true,PT3022809362,200,MCZ,310239,8563771665917904616
1299,SU12b-PickProduct-Page,1330418187916,true,PT4022809361,200,MHU,colorado,8600827866532021960
760,SU31-AddToCart-Page,1330418189239,true,PT3022809362,200,MCZ,310239,8563771665917904616
566,SU61-BrowseCat2-Page,1330418189685,true,PT2022809362,200,KEY,392D020,8600827866532007276
488,SU32-GoToCart-Page,1330418190799,true,PT3022809362,200,MCZ,310239,8563771665917904616
301,SU01-HomePage-Page,1330418191058,true,PT2022809361,200,MPL,18037,8600827866532007276
766,SU42-DeliveryAndBilling-Page,1330418190689,true,PT1022809361,200,MAF,signalisation,8519304225180854954
599,SU31-AddToCart-Page,1330418191004,true,PT4022809361,200,MHU,colorado,8600827866532021960
548,SU32-GoToCart-Page,1330418192116,true,PT4022809361,200,MHU,colorado,8600827866532021960
965,SU11-SearchPhrase-Page,1330418191746,true,PT2022809361,200,MPL,18037,8600827866532007276
233,SU41-CustomerDetails-Page,1330418193116,true,PT3022809362,200,MCZ,310239,8563771665917904616
2058,SU43-Paiment-Page,1330418191715,true,PT1022809361,200,MAF,signalisation,8519304225180854954
1101,SU12b-PickProduct-Page,1330418192727,true,PT2022809361,200,MPL,18037,8600827866532007276
225,SU41-CustomerDetails-Page,1330418194304,true,PT4022809361,200,MHU,colorado,8600827866532021960
626,SU31-AddToCart-Page,1330418194136,true,PT2022809361,200,MPL,18037,8600827866532007276
242,SU42-DeliveryAndBilling-Page,1330418194639,true,PT4022809361,200,MHU,colorado,8600827866532021960
297,SU42-DeliveryAndBilling-Page,1330418194647,true,PT3022809362,200,MCZ,310239,8563771665917904616
458,SU32-GoToCart-Page,1330418195974,true,PT2022809361,200,MPL,18037,8600827866532007276
196,SU41-CustomerDetails-Page,1330418197508,true,PT2022809361,200,MPL,18037,8600827866532007276
1114,SU43-Paiment-Page,1330418197369,true,PT3022809362,200,MCZ,310239,8563771665917904616
821,SU61-BrowseCat2-Page,1330418197900,true,PT1022809361,200,MAF,signalisation,8519304225180854954
1200,SU43-Paiment-Page,1330418197706,true,PT4022809361,200,MHU,colorado,8600827866532021960
238,SU42-DeliveryAndBilling-Page,1330418199265,true,PT2022809361,200,MPL,18037,8600827866532007276
259,SU01-HomePage-Page,1330418201710,true,PT1022809361,200,MSK,j880088,8519304225180854954
1408,SU43-Paiment-Page,1330418200712,true,PT2022809361,200,MPL,18037,8600827866532007276
1971,SU61-BrowseCat2-Page,1330418201006,true,PT3022809362,200,MCZ,310239,8563771665917904616
958,SU61-BrowseCat2-Page,1330418203138,true,PT4022809361,200,MHU,colorado,8600827866532021960
589,SU01-HomePage-Page,1330418203623,true,PT3022809362,200,OIB,collier,8563771665917904616
224,SU11-SearchPhrase-Page,1330418204673,true,PT1022809361,200,MSK,j880088,PRODUCT_ID_NOT_FOUND
518,SU11-SearchPhrase-Page,1330418204649,true,PT3022809362,200,OIB,collier,8563771665917891951
215,SU01-HomePage-Page,1330418206172,true,PT4022809362,200,OID,kurk,8600827866532021960
581,SU11-SearchPhrase-Page,1330418206644,true,PT4022809362,200,OID,kurk,8563771665917881354
942,SU61-BrowseCat2-Page,1330418206973,true,PT2022809361,200,MPL,18037,8600827866532007276
2287,SU12b-PickProduct-Page,1330418206303,true,PT1022809361,200,MSK,j880088,PRODUCT_ID_NOT_FOUND
501,SU01-HomePage-Page,1330418209038,true,PT2022809361,200,OIN,kamerschermen,8600827866532007276
2073,SU12b-PickProduct-Page,1330418208025,true,PT4022809362,200,OID,kurk,8563771665917881354
601,SU31-AddToCart-Page,1330418209534,true,PT1022809361,200,MSK,j880088,PRODUCT_ID_NOT_FOUND
409,SU32-GoToCart-Page,1330418210162,true,PT1022809361,200,MSK,j880088,PRODUCT_ID_NOT_FOUND
3160,SU12b-PickProduct-Page,1330418207430,true,PT3022809362,200,OIB,collier,8563771665917891951
178,SU41-CustomerDetails-Page,1330418211664,true,PT1022809361,200,MSK,j880088,PRODUCT_ID_NOT_FOUND
1008,SU11-SearchPhrase-Page,1330418211057,true,PT2022809361,200,OIN,kamerschermen,8563771665917859576
213,SU42-DeliveryAndBilling-Page,1330418211922,true,PT1022809361,200,MSK,j880088,PRODUCT_ID_NOT_FOUND
547,SU43-Paiment-Page,1330418213250,true,PT1022809361,200,MSK,j880088,PRODUCT_ID_NOT_FOUND
1580,SU31-AddToCart-Page,1330418212341,true,PT4022809362,200,OID,kurk,8563771665917881354
1878,SU31-AddToCart-Page,1330418212169,true,PT3022809362,200,OIB,collier,8563771665917891951
674,SU32-GoToCart-Page,1330418214660,true,PT3022809362,200,OIB,collier,8563771665917891951
2400,SU12b-PickProduct-Page,1330418212974,true,PT2022809361,200,OIN,kamerschermen,8563771665917859576
1054,SU31-AddToCart-Page,1330418215903,true,PT2022809361,200,OIN,kamerschermen,8563771665917859576
333,SU41-CustomerDetails-Page,1330418216886,true,PT3022809362,200,OIB,collier,8563771665917891951
636,SU32-GoToCart-Page,1330418216842,true,PT4022809362,200,OID,kurk,8563771665917881354
280,SU42-DeliveryAndBilling-Page,1330418217546,true,PT3022809362,200,OIB,collier,8563771665917891951
1840,SU61-BrowseCat2-Page,1330418216103,true,PT1022809361,200,MSK,j880088,PRODUCT_ID_NOT_FOUND
309,SU41-CustomerDetails-Page,1330418218159,true,PT4022809362,200,OID,kurk,8563771665917881354
799,SU43-Paiment-Page,1330418218060,true,PT3022809362,200,OIB,collier,8563771665917891951
1201,SU32-GoToCart-Page,1330418218100,true,PT2022809361,200,OIN,kamerschermen,8563771665917859576
595,SU42-DeliveryAndBilling-Page,1330418219138,true,PT4022809362,200,OID,kurk,8563771665917881354
226,SU01-HomePage-Page,1330418219954,true,PT1022809361,200,WDK,vaatekaappi,PRODUCT_ID_NOT_FOUND
1183,SU11-SearchPhrase-Page,1330418220318,true,PT1022809361,200,WDK,vaatekaappi,8482248024566673922
1298,SU43-Paiment-Page,1330418220426,true,PT4022809362,200,OID,kurk,8563771665917881354
787,SU41-CustomerDetails-Page,1330418221332,true,PT2022809361,200,OIN,kamerschermen,8563771665917859576
570,SU61-BrowseCat2-Page,1330418221579,true,PT3022809362,200,OIB,collier,8563771665917891951
211,SU01-HomePage-Page,1330418224184,true,PT3022809372,200,WFI,47508,8563771665917891951
939,SU42-DeliveryAndBilling-Page,1330418224903,true,PT2022809361,200,OIN,kamerschermen,8563771665917859576
669,SU61-BrowseCat2-Page,1330418225510,true,PT4022809362,200,OID,kurk,8563771665917881354
1557,SU11-SearchPhrase-Page,1330418224729,true,PT3022809372,200,WFI,47508,8563771665917891951
255,SU01-HomePage-Page,1330418227497,true,PT4022809372,200,WNO,bil,8563771665917881354
1570,SU43-Paiment-Page,1330418226182,true,PT2022809361,200,OIN,kamerschermen,8563771665917859576
1457,SU12b-PickProduct-Page,1330418226954,true,PT3022809372,200,WFI,47508,8563771665917891951
786,SU11-SearchPhrase-Page,1330418228048,true,PT4022809372,200,WNO,bil,8482248024566676094
7392,SU12b-PickProduct-Page,1330418222664,true,PT1022809361,200,WDK,vaatekaappi,8482248024566673922
529,SU31-AddToCart-Page,1330418230475,true,PT3022809372,200,WFI,47508,8563771665917891951
690,SU32-GoToCart-Page,1330418231762,true,PT3022809372,200,WFI,47508,8563771665917891951
799,SU61-BrowseCat2-Page,1330418231757,true,PT2022809361,200,OIN,kamerschermen,8563771665917859576
438,SU41-CustomerDetails-Page,1330418232620,true,PT3022809372,200,WFI,47508,8563771665917891951
565,SU42-DeliveryAndBilling-Page,1330418233522,true,PT3022809372,200,WFI,47508,8563771665917891951
2561,SU31-AddToCart-Page,1330418231882,true,PT1022809361,200,WDK,vaatekaappi,8482248024566673922
263,SU01-HomePage-Page,1330418235095,true,PT2022809372,200,WSW,handskar,8563771665917859576
5168,SU12b-PickProduct-Page,1330418230212,true,PT4022809372,200,WNO,bil,8482248024566676094
1307,SU11-SearchPhrase-Page,1330418235899,true,PT2022809372,200,WSW,handskar,8482248024566671579
1302,SU43-Paiment-Page,1330418236075,true,PT3022809372,200,WFI,47508,8563771665917891951
1583,SU32-GoToCart-Page,1330418236074,true,PT1022809361,200,WDK,vaatekaappi,8482248024566673922
546,SU41-CustomerDetails-Page,1330418237896,true,PT1022809361,200,WDK,vaatekaappi,8482248024566673922
3508,SU31-AddToCart-Page,1330418236135,true,PT4022809372,200,WNO,bil,8482248024566676094
495,SU32-GoToCart-Page,1330418239854,true,PT4022809372,200,WNO,bil,8482248024566676094
664,SU61-BrowseCat2-Page,1330418240626,true,PT3022809372,200,WFI,47508,8563771665917891951
696,SU42-DeliveryAndBilling-Page,1330418240624,true,PT1022809361,200,WDK,vaatekaappi,8482248024566673922
261,SU41-CustomerDetails-Page,1330418241117,true,PT4022809372,200,WNO,bil,8482248024566676094
318,SU01-HomePage-Page,1330418242069,true,PT3022809371,200,MRU,<EOF>,8563771665917891951
392,SU42-DeliveryAndBilling-Page,1330418242171,true,PT4022809372,200,WNO,bil,8482248024566676094
1152,SU43-Paiment-Page,1330418243100,true,PT1022809361,200,WDK,vaatekaappi,8482248024566673922
620,SU61-BrowseCat2-Page,1330418243726,true,PT3022809371,200,MRU,<EOF>,8645295307269003294
1748,SU43-Paiment-Page,1330418242691,true,PT4022809372,200,WNO,bil,8482248024566676094
5493,SU12b-PickProduct-Page,1330418239445,true,PT2022809372,200,WSW,handskar,8482248024566671579
1196,SU12b-PickProduct-Page,1330418247030,true,PT3022809371,200,MRU,<EOF>,8645295307269003294
694,SU61-BrowseCat2-Page,1330418248027,true,PT4022809372,200,WNO,bil,8482248024566676094
3169,SU31-AddToCart-Page,1330418245686,true,PT2022809372,200,WSW,handskar,8482248024566671579
596,SU61-BrowseCat2-Page,1330418248623,true,PT1022809361,200,WDK,vaatekaappi,8482248024566673922
471,SU01-HomePage-Page,1330418249346,true,PT1022809372,200,FAB,miroir,8482248024566673922
624,SU31-AddToCart-Page,1330418249910,true,PT3022809371,200,MRU,<EOF>,8645295307269003294
1243,SU32-GoToCart-Page,1330418249399,true,PT2022809372,200,WSW,handskar,8482248024566671579
748,SU11-SearchPhrase-Page,1330418250644,true,PT1022809372,200,FAB,miroir,8563771665917858534
221,SU01-HomePage-Page,1330418251298,true,PT4022809371,200,KEY,Salt Winter,8482248024566676094
696,SU32-GoToCart-Page,1330418251572,true,PT3022809371,200,MRU,<EOF>,8645295307269003294
874,SU41-CustomerDetails-Page,1330418251481,true,PT2022809372,200,WSW,handskar,8482248024566671579
1351,SU11-SearchPhrase-Page,1330418252108,true,PT4022809371,200,KEY,Salt Winter,8660117787514666842
1006,SU42-DeliveryAndBilling-Page,1330418252627,true,PT2022809372,200,WSW,handskar,8482248024566671579
2022,SU12b-PickProduct-Page,1330418254096,true,PT4022809371,200,KEY,Salt Winter,8660117787514666842
1789,SU43-Paiment-Page,1330418256072,true,PT2022809372,200,WSW,handskar,8482248024566671579
1044,SU31-AddToCart-Page,1330418257123,true,PT4022809371,200,KEY,Salt Winter,8660117787514666842
3550,SU41-CustomerDetails-Page,1330418254640,true,PT3022809371,200,MRU,<EOF>,8645295307269003294
4675,SU12b-PickProduct-Page,1330418253549,true,PT1022809372,200,FAB,miroir,8563771665917858534
560,SU31-AddToCart-Page,1330418259411,true,PT1022809372,200,FAB,miroir,8563771665917858534
758,SU32-GoToCart-Page,1330418259677,true,PT4022809371,200,KEY,Salt Winter,8660117787514666842
569,SU32-GoToCart-Page,1330418260443,true,PT1022809372,200,FAB,miroir,8563771665917858534
461,SU41-CustomerDetails-Page,1330418261194,true,PT4022809371,200,KEY,Salt Winter,8660117787514666842
580,SU61-BrowseCat2-Page,1330418262191,true,PT2022809372,200,WSW,handskar,8482248024566671579
200,SU01-HomePage-Page,1330418263258,true,PT2022809371,200,KIE,cupboard,8482248024566671579
3556,SU42-DeliveryAndBilling-Page,1330418259944,true,PT3022809371,200,MRU,<EOF>,8645295307269003294
170,SU41-CustomerDetails-Page,1330418263664,true,PT1022809372,200,FAB,miroir,8563771665917858534
712,SU42-DeliveryAndBilling-Page,1330418263698,true,PT4022809371,200,KEY,Salt Winter,8660117787514666842
653,SU11-SearchPhrase-Page,1330418264091,true,PT2022809371,200,KIE,cupboard,8660117787514682063
365,SU42-DeliveryAndBilling-Page,1330418265557,true,PT1022809372,200,FAB,miroir,8563771665917858534
1448,SU43-Paiment-Page,1330418265151,true,PT4022809371,200,KEY,Salt Winter,8660117787514666842
1863,SU12b-PickProduct-Page,1330418265696,true,PT2022809371,200,KIE,cupboard,8660117787514682063
1295,SU43-Paiment-Page,1330418266436,true,PT1022809372,200,FAB,miroir,8563771665917858534
1298,SU43-Paiment-Page,1330418266821,true,PT3022809371,200,MRU,<EOF>,8645295307269003294
581,SU61-BrowseCat2-Page,1330418267880,true,PT2022809371,200,KIE,cupboard,8660117787514682063
326,SU01-HomePage-Page,1330418269556,true,PT2022809372,200,MAF,caisse,8660117787514682063
475,SU61-BrowseCat2-Page,1330418270078,true,PT4022809371,200,KEY,Salt Winter,8660117787514666842
1099,SU11-SearchPhrase-Page,1330418270300,true,PT2022809372,200,MAF,caisse,8519304225180878063
328,SU01-HomePage-Page,1330418271382,true,PT4022809372,200,MCZ,75033,8660117787514666842
608,SU61-BrowseCat2-Page,1330418271379,true,PT1022809372,200,FAB,miroir,8563771665917858534
1345,SU11-SearchPhrase-Page,1330418271993,true,PT4022809372,200,MCZ,75033,8660117787514666842
255,SU01-HomePage-Page,1330418273206,true,PT1022809373,200,MHU,alkoholszonda,8563771665917858534
1337,SU12b-PickProduct-Page,1330418272263,true,PT2022809372,200,MAF,caisse,8519304225180878063
284,SU11-SearchPhrase-Page,1330418274665,true,PT1022809373,200,MHU,alkoholszonda,8600827866532009469
283,SU01-HomePage-Page,1330418276226,true,PT3022809372,200,MPL,szafka na klucze,8645295307269003294
737,SU31-AddToCart-Page,1330418276098,true,PT2022809372,200,MAF,caisse,8519304225180878063
2157,SU12b-PickProduct-Page,1330418274728,true,PT4022809372,200,MCZ,75033,8660117787514666842
1232,SU12b-PickProduct-Page,1330418276300,true,PT1022809373,200,MHU,alkoholszonda,8600827866532009469
1062,SU32-GoToCart-Page,1330418276908,true,PT2022809372,200,MAF,caisse,8519304225180878063
1026,SU11-SearchPhrase-Page,1330418277683,true,PT3022809372,200,MPL,szafka na klucze,8600827866532018479
943,SU31-AddToCart-Page,1330418277937,true,PT4022809372,200,MCZ,75033,8660117787514666842
721,SU31-AddToCart-Page,1330418278485,true,PT1022809373,200,MHU,alkoholszonda,8600827866532009469
476,SU32-GoToCart-Page,1330418279389,true,PT4022809372,200,MCZ,75033,8660117787514666842
549,SU41-CustomerDetails-Page,1330418279772,true,PT2022809372,200,MAF,caisse,8519304225180878063
1597,SU12b-PickProduct-Page,1330418278993,true,PT3022809372,200,MPL,szafka na klucze,8600827866532018479
187,SU41-CustomerDetails-Page,1330418281321,true,PT4022809372,200,MCZ,75033,8660117787514666842
216,SU42-DeliveryAndBilling-Page,1330418281815,true,PT4022809372,200,MCZ,75033,8660117787514666842
718,SU31-AddToCart-Page,1330418281981,true,PT3022809372,200,MPL,szafka na klucze,8600827866532018479
703,SU42-DeliveryAndBilling-Page,1330418282203,true,PT2022809372,200,MAF,caisse,8519304225180878063
549,SU43-Paiment-Page,1330418282391,true,PT4022809372,200,MCZ,75033,8660117787514666842
533,SU32-GoToCart-Page,1330418282722,true,PT1022809373,200,MHU,alkoholszonda,8600827866532009469
1144,SU43-Paiment-Page,1330418283149,true,PT2022809372,200,MAF,caisse,8519304225180878063
188,SU41-CustomerDetails-Page,1330418284177,true,PT1022809373,200,MHU,alkoholszonda,8600827866532009469
1266,SU61-BrowseCat2-Page,1330418283605,true,PT4022809372,200,MCZ,75033,8660117787514666842
830,SU32-GoToCart-Page,1330418284841,true,PT3022809372,200,MPL,szafka na klucze,8600827866532018479
266,SU01-HomePage-Page,1330418285480,true,PT4022809381,200,MSK,okuliare,8660117787514666842
356,SU42-DeliveryAndBilling-Page,1330418285393,true,PT1022809373,200,MHU,alkoholszonda,8600827866532009469
684,SU11-SearchPhrase-Page,1330418286833,true,PT4022809381,200,MSK,okuliare,8600827866532003292
356,SU41-CustomerDetails-Page,1330418288061,true,PT3022809372,200,MPL,szafka na klucze,8600827866532018479
758,SU61-BrowseCat2-Page,1330418288306,true,PT2022809372,200,MAF,caisse,8519304225180878063
2109,SU43-Paiment-Page,1330418287057,true,PT1022809373,200,MHU,alkoholszonda,8600827866532009469
1520,SU12b-PickProduct-Page,1330418287894,true,PT4022809381,200,MSK,okuliare,8600827866532003292
274,SU42-DeliveryAndBilling-Page,1330418289155,true,PT3022809372,200,MPL,szafka na klucze,8600827866532018479
234,SU01-HomePage-Page,1330418291195,true,PT2022809381,200,OIB,support,8519304225180878063
900,SU43-Paiment-Page,1330418290633,true,PT3022809372,200,MPL,szafka na klucze,8600827866532018479
565,SU31-AddToCart-Page,1330418291255,true,PT4022809381,200,MSK,okuliare,8600827866532003292
459,SU32-GoToCart-Page,1330418292576,true,PT4022809381,200,MSK,okuliare,8600827866532003292
704,SU11-SearchPhrase-Page,1330418292486,true,PT2022809381,200,OIB,support,8563771665917870860
2158,SU61-BrowseCat2-Page,1330418291268,true,PT1022809373,200,MHU,alkoholszonda,8600827866532009469
173,SU41-CustomerDetails-Page,1330418293371,true,PT4022809381,200,MSK,okuliare,8600827866532003292
241,SU01-HomePage-Page,1330418295129,true,PT1022809381,200,OID,Sicherheitseimer,8600827866532009469
1195,SU61-BrowseCat2-Page,1330418294308,true,PT3022809372,200,MPL,szafka na klucze,8600827866532018479
1501,SU12b-PickProduct-Page,1330418294229,true,PT2022809381,200,OIB,support,8563771665917870860
297,SU42-DeliveryAndBilling-Page,1330418295486,true,PT4022809381,200,MSK,okuliare,8600827866532003292
524,SU01-HomePage-Page,1330418295686,true,PT3022809381,200,OIN,schrijfblok,8600827866532018479
299,SU11-SearchPhrase-Page,1330418297030,true,PT1022809381,200,OID,Sicherheitseimer,PRODUCT_ID_NOT_FOUND
715,SU31-AddToCart-Page,1330418296668,true,PT2022809381,200,OIB,support,8563771665917870860
743,SU11-SearchPhrase-Page,1330418297066,true,PT3022809381,200,OIN,schrijfblok,8563771665917869429
413,SU32-GoToCart-Page,1330418297891,true,PT2022809381,200,OIB,support,8563771665917870860
894,SU12b-PickProduct-Page,1330418298427,true,PT1022809381,200,OID,Sicherheitseimer,PRODUCT_ID_NOT_FOUND
1629,SU43-Paiment-Page,1330418297986,true,PT4022809381,200,MSK,okuliare,8600827866532003292
176,SU41-CustomerDetails-Page,1330418299637,true,PT2022809381,200,OIB,support,8563771665917870860
2571,SU12b-PickProduct-Page,1330418298597,true,PT3022809381,200,OIN,schrijfblok,8563771665917869429
527,SU31-AddToCart-Page,1330418301028,true,PT1022809381,200,OID,Sicherheitseimer,PRODUCT_ID_NOT_FOUND
319,SU42-DeliveryAndBilling-Page,1330418302097,true,PT2022809381,200,OIB,support,8563771665917870860
558,SU32-GoToCart-Page,1330418302353,true,PT1022809381,200,OID,Sicherheitseimer,PRODUCT_ID_NOT_FOUND
1034,SU31-AddToCart-Page,1330418302470,true,PT3022809381,200,OIN,schrijfblok,8563771665917869429
352,SU41-CustomerDetails-Page,1330418303439,true,PT1022809381,200,OID,Sicherheitseimer,PRODUCT_ID_NOT_FOUND
1256,SU61-BrowseCat2-Page,1330418302986,true,PT4022809381,200,MSK,okuliare,8600827866532003292
277,SU42-DeliveryAndBilling-Page,1330418304401,true,PT1022809381,200,OID,Sicherheitseimer,PRODUCT_ID_NOT_FOUND
265,SU01-HomePage-Page,1330418304607,true,PT4022809381,200,WDK,44727,8600827866532003292
1479,SU32-GoToCart-Page,1330418303872,true,PT3022809381,200,OIN,schrijfblok,8563771665917869429
1031,SU43-Paiment-Page,1330418304929,true,PT2022809381,200,OIB,support,8563771665917870860
773,SU41-CustomerDetails-Page,1330418305632,true,PT3022809381,200,OIN,schrijfblok,8563771665917869429
1114,SU43-Paiment-Page,1330418306083,true,PT1022809381,200,OID,Sicherheitseimer,PRODUCT_ID_NOT_FOUND
1608,SU11-SearchPhrase-Page,1330418305640,true,PT4022809381,200,WDK,44727,8600827866532003292
1003,SU42-DeliveryAndBilling-Page,1330418308464,true,PT3022809381,200,OIN,schrijfblok,8563771665917869429
638,SU61-BrowseCat2-Page,1330418310348,true,PT1022809381,200,OID,Sicherheitseimer,PRODUCT_ID_NOT_FOUND
583,SU61-BrowseCat2-Page,1330418311185,true,PT2022809381,200,OIB,support,8563771665917870860
267,SU01-HomePage-Page,1330418311689,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
364,SU01-HomePage-Page,1330418311808,true,PT2022809382,200,WNO,72301194,8563771665917870860
1460,SU12b-PickProduct-Page,1330418311032,true,PT4022809381,200,WDK,44727,8600827866532003292
2063,SU43-Paiment-Page,1330418311173,true,PT3022809381,200,OIN,schrijfblok,8563771665917869429
964,SU11-SearchPhrase-Page,1330418312315,true,PT2022809382,200,WNO,72301194,8563771665917870860
673,SU31-AddToCart-Page,1330418313528,true,PT4022809381,200,WDK,44727,8600827866532003292
1837,SU11-SearchPhrase-Page,1330418312562,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
1326,SU32-GoToCart-Page,1330418315662,true,PT4022809381,200,WDK,44727,8600827866532003292
2008,SU12b-PickProduct-Page,1330418315277,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
678,SU31-AddToCart-Page,1330418317354,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
3926,SU12b-PickProduct-Page,1330418314917,true,PT2022809382,200,WNO,72301194,8563771665917870860
608,SU41-CustomerDetails-Page,1330418318548,true,PT4022809381,200,WDK,44727,8600827866532003292
927,SU61-BrowseCat2-Page,1330418318865,true,PT3022809381,200,OIN,schrijfblok,8563771665917869429
755,SU32-GoToCart-Page,1330418320019,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
612,SU42-DeliveryAndBilling-Page,1330418320527,true,PT4022809381,200,WDK,44727,8600827866532003292
263,SU01-HomePage-Page,1330418321293,true,PT3022809381,200,WSW,hjul,8563771665917869429
1940,SU31-AddToCart-Page,1330418320214,true,PT2022809382,200,WNO,72301194,8563771665917870860
453,SU41-CustomerDetails-Page,1330418322179,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
433,SU32-GoToCart-Page,1330418323299,true,PT2022809382,200,WNO,72301194,8563771665917870860
188,SU41-CustomerDetails-Page,1330418323900,true,PT2022809382,200,WNO,72301194,8563771665917870860
1162,SU43-Paiment-Page,1330418322925,true,PT4022809381,200,WDK,44727,8600827866532003292
329,SU42-DeliveryAndBilling-Page,1330418324217,true,PT2022809382,200,WNO,72301194,8563771665917870860
666,SU11-SearchPhrase-Page,1330418324097,true,PT3022809381,200,WSW,hjul,8482248024566670047
583,SU42-DeliveryAndBilling-Page,1330418325098,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
1055,SU61-BrowseCat2-Page,1330418326086,true,PT4022809381,200,WDK,44727,8600827866532003292
1344,SU43-Paiment-Page,1330418325841,true,PT2022809382,200,WNO,72301194,8563771665917870860
362,SU01-HomePage-Page,1330418327552,true,PT4022809381,200,MRU,<EOF>,8600827866532003292
1704,SU43-Paiment-Page,1330418327303,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
2040,SU12b-PickProduct-Page,1330418327340,true,PT3022809381,200,WSW,hjul,8482248024566670047
530,SU31-AddToCart-Page,1330418330199,true,PT3022809381,200,WSW,hjul,8482248024566670047
876,SU61-BrowseCat2-Page,1330418330449,true,PT4022809381,200,MRU,<EOF>,8645295307269004531
1362,SU61-BrowseCat2-Page,1330418330702,true,PT2022809382,200,WNO,72301194,8563771665917870860
825,SU32-GoToCart-Page,1330418332773,true,PT3022809381,200,WSW,hjul,8482248024566670047
544,SU01-HomePage-Page,1330418333154,true,PT2022809381,200,FAB,scotcheuse,8563771665917870860
970,SU61-BrowseCat2-Page,1330418332803,true,PT1022809382,200,WFI,76846,PRODUCT_ID_NOT_FOUND
353,SU11-SearchPhrase-Page,1330418334902,true,PT2022809381,200,FAB,scotcheuse,PRODUCT_ID_NOT_FOUND
498,SU41-CustomerDetails-Page,1330418334961,true,PT3022809381,200,WSW,hjul,8482248024566670047
2685,SU12b-PickProduct-Page,1330418332811,true,PT4022809381,200,MRU,<EOF>,8645295307269004531
546,SU42-DeliveryAndBilling-Page,1330418335540,true,PT3022809381,200,WSW,hjul,8482248024566670047
